num	app_num	제목	출원인	IPC	CPC
2213	10-2021-7024112	절전 모드에서 물리 하향링크 제어 채널(PHYSICAL DOWNLINK CONTROL CHANNEL: PDCCH) 할당을 결정하는 방법 및 장치(DETERMINATION OF PHYSICAL DOWNLINK CONTROL CHANNEL (PDCCH) ASSIGNMENT IN POWER SAVING MODE)	SSE	H04W	H04W76/28
2214	10-2020-0159222	위성 통신 시스템에서 신호 송수신 방법 및 장치(METHOD AND APPARATUS FOR TRANSMISSION AND RECEPTION OF SIGNALS IN SATELLITE COMMUNICATIONS SYSTEM)	SSE	H04B	H04L29/08477
2215	10-2020-0051052	발광 제어 구동부 및 이를 포함하는 표시 장치(Emission controlling driver and display apparatus including the same)	SSD	G09G	G05B2219/25155
2216	10-2020-0050822	표시 장치 및 이의 제조 방법(DISPLAY DEVICE AND METHOD OF MANUFACTURING THE SAME)	SSD	H01L	H01J31/15
2217	10-2020-0052890	클럭 및 데이터 복구 장치를 포함하는 데이터 송수신 시스템 및 이의 동작방법(DATA TRANSCEIVING SYSTEM INCLUDING CLOCK AND DATA RECOVERY DEVICE AND OPERATING METHOD THEREOF)	SSE	H04L	F24C15/2014
2218	10-2020-0052860	디스플레이 장치 및 그 제어 방법(DISPLAY APPARATUS AND CONTROL METHOD THEREOF)	SSE	G09G	B65D2519/00756
2219	10-2020-0052520	디스플레이 장치(DISPLAY APPARATUS)	LGD	G02F	H04R2499/15
2220	10-2020-0052410	세탁물 처리기기(Laundry treatment machine)	LGE	D06F	D06F37/304
2221	10-2020-0052110	전자 장치 및 그의 제어 방법(Electronic device and control method thereof)	SSE	G06N	H04N13/282
2222	10-2020-0051380	이미지 센서(IMAGE SENSOR)	SSE	H04N	H01L27/14603
2223	10-2021-7028099	비디오 코딩에서의 결합된 잔차 코딩(COMBINED RESIDUAL CODING IN VIDEO CODING)	QLC	H04N	G04B3/12
2224	10-2021-0146409	반도체 장치(Semiconductor device)	SEL	H01L	H01L29/78696
2225	10-2020-0052519	디스플레이 장치(DISPLAY APPARATUS)	LGD	G02F	H04R2499/15
2226	10-2020-0052299	방열 시트를 포함하는 전자 장치(ELECTRONIC DEVICE INCUDING RADIATION SHEET)	SSE	H05K	H05K7/20436
2227	10-2021-7034391	NR V2X에서 사이드링크 전송 전력을 제어하는 방법 및 장치(METHOD AND DEVICE FOR CONTROLLING SIDELINK TRANSMISSION POWER IN NR V2X)	LGE	H04W	Y10S322/00
2228	10-2021-7034317	반지속적 스케줄링 데이터의 HARQ-ACK 피드백 방법, UE, 기지국, 장치 및 매체(METHOD FOR HARQ-ACK FEEDBACK OF SEMI-PERSISTENT SCHEDULING DATA, UE, BASE STATION, DEVICE AND MEDIUM)	SSE	H04L	H04B17/24
2229	10-2021-7024017	롤러블 이동 단말기(ROLLABLE MOBILE TERMINAL)	LGE	H04M	G09F9/301
2230	10-2021-7028613	비디오 코딩을 위한 확률 초기화(PROBABILITY INITIALIZATION FOR VIDEO CODING)	QLC	H04N	B62D33/063
2231	10-2021-7026993	멀티 패널 UE 가 블랙아웃 기간을 전달하기 위한 장치 및 방법(APPARATUS AND METHODS FOR A MULTI-PANEL UE TO CONVEY A BLACKOUT PERIOD)	QLC	H04B	B60K2370/66
2232	10-2020-0051831	데이터의 안전한 폐기 기능을 제공하는 스토리지 장치 및 그 동작방법(Storage device providing safe discard of data and Operating method thereof)	SSE	G06F	H04M2203/2016
2233	10-2020-0051641	복수 심을 지원하는 전자 장치 및 그 동작 방법(ELECTRONIC DEVICE SUPPORTING MULTIPLE SIMS AND METHOD FOR OPERATING THEREOF)	SSE	H04W	B01F7/008
2234	10-2020-0115517	MOSFET 소자 및 그 제조방법(MOSFET(Metal Oxide Semiconductor Field Effect Transistor), and manufacturing method thereof)	SSE	H01L	H01L29/785
2235	10-2020-0052743	안테나 모듈 및 안테나 모듈을 포함하는 전자 장치(ANTENNA MODULE AND ELECTRONIC DEVICE INCLUDING ANTENNA MODULE)	SSE	H01Q	H01Q1/242
2236	10-2020-0051051	레이저빔 어닐링 장치 및 이를 이용한 디스플레이 장치 제조방법(Laser beam annealing apparatus and method of manufacturing display apparatus using the same)	SSD	H01L	B29C44/1238
2237	10-2020-0051011	진공 청소기 및 이를 포함하는 진공 청소 시스템(VACUUM CLEANER AND VACUUM CLEANING SYSTEM HAVING THE SAME)	LGE	A47L	A47L9/28
2238	10-2020-0050991	메모리 장치 및 메모리 장치로부터 데이터를 읽는 방법(MEMORY DEVICE AND METHOD FOR READING DATA FROM MEMORY DEVICE)	SSE	G06F	H04N1/2315
2239	10-2020-0052063	사이리스터를 포함하는 3상 강압형 전력 공급 회로 및 이를 포함하는 전력 공급 시스템(POWER SUPPLY SYSTEM INCLUDING THYRISTOR AND METHOD FOR A CONTROLLING THE POWER SUPPLY SYSTEM)	SSE	H02M	H02M7/2173
2240	10-2020-0051673	데이터 구동부, 이를 포함하는 표시 장치 및 이를 이용한 표시 패널의 구동 방법(DATA DRIVER, DISPLAY APPARATUS INCLUDING THE SAME AND METHOD OF DRIVING DISPLAY PANEL USING THE SAME)	SSD	G09G	G05B2219/25155
2241	10-2020-0050773	디스플레이 디바이스(DISPLAY DEVICE)	LGE	H05K	B29C2945/76926
2242	10-2021-7023934	이동 단말기(MOBILE TERMINAL)	LGE	H04M	H04M1/0266
2243	10-2021-7030825	무선 통신 시스템에서 차량 통신을 지원하기 위한 방법 및 장치(METHOD AND DEVICE FOR SUPPORTING VEHICLE COMMUNICATION IN WIRELESS COMMUNICATION SYSTEM)	SSE	H04W	H04W76/27
2244	10-2021-0145544	폴더블 디바이스 및 그 제어 방법(FOLDABLE DEVICE, AND METHOD FOR CONTROLLING THE SAME)	SSE	G06F	B65H2601/22
2245	10-2021-0055146	발광 디바이스용 재료, 전자 수송층용 재료, 유기 화합물, 발광 디바이스, 발광 장치, 전자 기기, 및 조명 장치(LIGHT-EMITTING DEVICE MATERIAL, ELECTRON-TRANSPORT LAYER MATERIAL, ORGANIC COMPOUND, LIGHT-EMITTING DEVICE, LIGHT-EMITTING APPARATUS, ELECTRONIC DEVICE, AND LIGHTING DEVICE)	SEL	C07D	C07C217/04
2246	10-2020-0051664	무결성 검사를 수행하는 전자 장치 및 그 동작 방법(ELECTRONIC DEVICE PERFORMING INTEGRITY VERIFICATION AND METHOD FOR OPERATING THEREOF)	SSE	H04W	F17C2205/0329
2247	10-2020-0051846	제품의 불량과 연관된 정보를 제공하기 위한 전자 장치 및 그 동작 방법(ELECTRONIC DEVICE FOR PROVIDING INFORMATION REALTED TO FAILURE OF PRODUCT AND METHOD FOR OPERATING THEREOF)	SSE	G05B	G06Q50/04
2248	10-2020-0051776	무선 통신 시스템에서 단말의 송신 전력 제어 방법 및 장치(METHOD AND APPARATUS FOR CONTROLLING UE TRANSMISSION POWER IN A WIRELESS COMMUNICATION SYSTEM)	SSE	H04W	E01B23/12
2249	10-2020-0051815	카메라를 이용하여 공간의 깊이를 획득하는 디바이스 및 방법(DEVICE AND METHOD FOR OBTAINING DEPTH OF SPACE USING CAMERA)	SSE	H04N	G01C3/22
2250	10-2020-0051284	클록 제어 방법 및 이를 위한 전자 장치(METHOD FOR CONTROLLING CLOCK AND ELECRONIC DEVICE THEREFOR)	SSE	G06F	B05D2506/00
2251	10-2020-0051154	반도체 메모리 장치 및 이의 제조 방법(Semiconductor memory device and method for fabricating thereof)	SSE	H01L	H01L27/11582
2252	10-2020-0051625	음질 향상 방법 및 그 장치(Method and Device for improving sound quality)	SSE	H04R	H01M8/04529
2253	10-2020-0051415	노이즈 필터링 회로 및 이를 포함하는 전자 회로(Noise filtering and electric circuit comprising the same)	SSE	G11C	H03L7/093
2254	10-2020-0051205	웨어러블 로봇(Wearable Robot)	LGE	B25J	F16D2300/18
2255	10-2020-0050745	표시 장치 및 그 제조 방법(Display device and method for manufacturing of the same)	SSD	H01L	G02B5/3041
2256	10-2020-0052768	광학 필터, 이미지 센서, 카메라 모듈 및 전자 장치(OPTICAL FILTER AND IMAGE SENSOR AND CAMERA MODUEL AND ELECTRONIC DEVICE)	SSE	G02B	G11C14/0027
2257	10-2020-0052688	청소기(CLEANER)	LGE	A47L	A47L9/32
2258	10-2020-0051938	미니어처 세탁기(Miniature washing machine)	LGE	D06F	D06F39/12
2259	10-2020-0050702	생체 인증 장치를 포함하는 전자 장치 및 그의 동작 방법(ELECTRONIC DEVICE COMPRISING A BIOMETRIC AUTHENTICATION DEVICE AND METHOD OF OPERATION THEREOF)	SSE	G06F	G06F21/32
2260	10-2020-0051828	디스플레이 장치(Display apparatus)	SSD	H01L	Y10S148/141
2261	10-2020-0050202	플라즈마 처리 장치(PLASMA-TREATING APPARATUS)	SSD	H01J	H03B2201/014
2262	10-2020-0051230	하전입자를 이용한 반도체 소자 검사장치 및 이를 이용한 반도체 소자의 검사방법(An inspection apparatus for inspecting semiconductor devices using a charged particle beam and a method of inspecting semiconductor devices using the same)	SSE	H01L	G01N23/2251
2263	10-2020-0051050	표시 장치(Display apparatus)	SSD	H01L	H01L27/3262
2264	10-2020-0051030	화소 및 이를 구비한 표시 장치(PIXEL AND DISPLAY DEVICE INCLUDING THE SAME)	SSD	H01L	H05B33/26
2265	10-2020-0050970	표시 장치 및 그의 제조 방법(DISPLAY DEVICE AND METHOD FOR MANUFACTURING THE SAME)	SSD	H01L	G01M11/331
2266	10-2021-0054639	무선 통신 시스템에서 초기 액세스를 위한 다운링크 신호 송신을 위한 방법 및 장치(METHOD AND APPARATUS FOR TRANSMISSION of DOWNLINK SIGNAL FOR INITIAL ACCESS IN A WIRELESS COMMUNICATION SYSTEM)	SSE	H04W	H04B7/0408
2267	10-2021-0032281	광학 장치 및 이를 포함하는 화상 장치(Optical device and imaging device including the same)	SSE	H01L	G01J3/28
2268	10-2020-0051769	무선 전력 전송 장치 및 그 제어 방법(WIRELESS POWER TRANSMISSION AND CONTROL METHOD THEREOF)	SSE	H02J	H02J50/00
2269	10-2020-0051639	팬모터(Fan Motor)	LGE	H02K	H02K5/22
2270	10-2020-0051559	방열 구조를 포함하는 전자 장치(Electronic device including a heat- radiation structure)	SSE	H05K	H01L23/367
2271	10-2020-0051529	비금속 물질을 포함하는 하우징 및 안테나를 포함하는 전자 장치(ELECTRONIC DEVICE INCLUDING NON-METALLIC HOUSING AND ANTENNA)	SSE	H05K	H01Q1/243
2272	10-2020-0051489	디스플레이 장치 및 전원 공급 장치(DISPLAY APPARTUS AND POWER SUPPLY)	SSE	H02M	E21C25/52
2273	10-2020-0051439	메모리 컨트롤러의 구동방법, 클라우드 컴퓨팅 장치의 구동방법 및 에지 컴퓨터의 구동 방법(Operating method of memory controller, cloud computing device and edge computer)	SSE	G06F	H04N7/03
2274	10-2020-0051409	플라즈마 처리 장치 및 그를 이용한 반도체 소자의 제조 방법(apparatus for processing plasma and manufacturing method of semiconductor device using the same)	SSE	H01J	G10D3/163
2275	10-2020-0051269	음성 처리 방법 및 장치(METHOD AND APPARATUS FOR PROCESSING SPEECH)	SSE	G10L	B05B11/001
2276	10-2020-0051049	잉크 액적을 측정하기 위한 광학 시스템 및 이를 이용한 잉크 액적의 측정 방법(optical system for measuring ink droplet and measuring method thereof using the same)	SSD	G01N	G02F1/1303
2277	10-2020-0050719	표시 장치(DISPLAY DEVICE)	SSD	G02F	G02F1/136286
2278	10-2020-0137077	스토리지 장치의 링크 스타트업 방법(Link startup method of storage device)	SSE	G06F	B65H2405/5521
2279	10-2020-0050951	디스플레이를 제어하는 방법 및 그 전자 장치(METHOD FOR CONTROLING A DISPLAY AND ELECTRONIC DEVICE THEREOF)	SSE	G06F	G01S7/24
2280	10-2020-0050831	무선 통신 시스템에서 사운딩 방법 및 장치(METHOD AND APPARATUS FOR SOUNDING FOR WIRELESS COMMUNICATION SYSTEMS)	SSE	H04L	E05D15/24
2281	10-2020-0050987	모터 어셈블리 및 이를 포함하는 청소기(MOTOR ASSEMBLY AND A CLEANER COMPRISING THE SAME)	SSE	H02K	A47L9/22
2282	10-2020-0050977	전자파 차폐 장치를 포함하는 전자 레인지(MICROWAVE OVEN WITH DEVICE FOR SHIELDING ELECTROMAGNETIC WAVE)	SSE	H05B	H05B6/6414
2283	10-2020-0050967	센서를 포함하는 전자 장치(Electronic Device Including A Sensor)	SSE	H01L	Y02P60/22
2284	10-2020-0049997	표시 장치(DISPLAY DEVICE)	SSD	H01L	H01J31/15
2285	10-2021-7034446	NR 비면허 스펙트럼에 대한 CSI-RS 향상을 위한 방법 및 장치(METHOD AND APPARATUS FOR CSI-RS ENHANCEMENT FOR NR UNLICENSED SPECTRUM)	SSE	H04L	H04J11/0023
2286	10-2021-7034413	터치 감응형 디바이스 상의 관련 콘텐츠를 사전행동적으로 식별 및 표면화하기 위한 시스템 및 방법(SYSTEMS AND METHODS FOR PROACTIVELY IDENTIFYING AND SURFACING RELEVANT CONTENT ON A TOUCH-SENSITIVE DEVICE)	APPLE	G06F	Y02P60/22
2287	10-2021-0142443	반도체 장치(SEMICONDUCTOR DEVICE)	SEL	H01L	H01L27/3244
2288	10-2021-0050745	유기 발광 소자(Organic light emitting device)	SSE	H01L	H01L51/0062
2289	10-2020-0050596	전자 장치 및 전자 장치의 동작 방법(Electronic device and method for operating thereof)	SSE	G06F	B60Y2400/4026
2290	10-2020-0049846	화소, 이를 구비한 표시 장치, 및 그의 제조 방법(PIXEL, DISPLAY DEVICE INCLUDING THE SAME, AND METHOD OF FABRICATING THE DISPLAY DEVICE)	SSD	H01L	H04N1/00442
2291	10-2020-0049836	표시 장치(DISPLAY DEVICE)	SSD	H01L	F04C3/02
2292	10-2020-0051045	무선 통신 시스템에서 제어 정보를 설정하는 방법 및 장치(A method and apparatus for configuring control information in a wireless communication system)	SSE	H04W	H04W72/1289
2293	10-2020-0050985	광고 공유 방법 및 그 장치(APPARATUS AND METHOD FOR SHARING ADVERTISEMENT)	SSE	G06Q	B01F2015/00077
2294	10-2020-0050905	웨어러블 로봇(Wearable Robot)	LGE	B25J	G05B2219/39116
2295	10-2020-0050775	공기조화기 시스템 및 그 동작 방법(Air-conditioner system and method for operating the same)	LGE	F24F	B29C2947/92257
2296	10-2020-0051403	카메라 모듈 및 이를 포함하는 전자 장치(CAMERA MODULE AND ELECTRONIC DEVICE INCLUDING THE SAME)	SSE	H04N	H04M1/0264
2297	10-2020-0050774	유기 발광 소자 및 이를 포함하는 영상 표시 장치(Organic light emitting device and Image display apparatus including the same)	LGE	H01L	B65H2301/4422
2298	10-2020-0050863	유기 발광 표시 장치(ORGANIC LIGHT EMITTING DIODE DISPLAY DEVICE)	SSD	G09G	G09G3/3266
2299	10-2020-0049865	불휘발성 메모리 장치의 동작 방법(OPERATION METHOD OF NONVOLATILE MEMORY DEVICE)	SSE	G11C	G11B20/00362
2300	10-2020-0050214	전원 전압 생성부, 이를 포함하는 표시 장치 및 이의 구동 방법(POWER VOLTAGE GENERATOR, DISPLAY APPARATUS HAVING THE SAME AND METHOD OF DRIVING THE SAME)	SSD	G02F	G01R31/52
2301	10-2021-7008982	프라이버시 보호 APPLE리케이션 및 장치 오류 검출(PRIVACY PRESERVING APPLICATION AND DEVICE ERROR DETECTION)	GOOGLE	G06F	H04L63/123
2302	10-2020-0050342	고 전자 이동도 트랜지스터 및 그 제조방법(High Electron Mobility Transistor and method of manufacturing the same)	SSE	H01L	H01L29/778
2303	10-2020-0049482	화소 및 이를 포함하는 표시장치(Pixel and Display device comprising the pixel)	SSD	G09G	H01L2224/3757
2304	10-2020-0049222	표시 장치 및 이를 포함하는 전자 기기(DISPLAY DEVICE AND ELECTRONIC DEVICE INCLUDING THE SAME)	SSD	G02F	G01R15/202
2305	10-2020-0051818	뉴럴 네트워크의 학습 방법 및 장치(METHOD FOR LEARNING NEUARAL NETWORK AND DEVICE THEREOF)	SSE	G06N	G06N3/02
2306	10-2020-0051608	전력 모듈 어셈블리(POWER MODULE ASSEMBLY)	LGE	H05K	H05K7/20909
2307	10-2020-0051528	채널 패턴을 포함하는 반도체 소자 및 이의 제조 방법(SEMICONDUCTOR DEVICE INCLUDING CHANNEL PATTERN AND METHOD FOR MANUFACTURING SAME)	SSE	H01L	H01L27/11556
2308	10-2020-0051368	도전성 엘라스토머를 포함하는 커넥터(connector including conductive elastomer)	SSE	H01R	H01H33/126
2309	10-2020-0051048	표시 장치 및 이의 제조방법(Display device and method of manufacturing the same)	SSD	H01L	G02F1/133553
2310	10-2020-0050808	데이터 드라이버 및 데이터 드라이버를 포함하는 표시 장치(DATA DRIVER AND DISPLAY DEVICE A DATA DRIVER)	SSD	G09G	H04N3/1581
2311	10-2019-7020768	전자 장치 및 그것의 제어 방법(ELECTRONIC DEVICE AND METHOD FOR CONTROLLING SAME)	LGE	G06F	G06F21/32
2312	10-2021-0143050	표시장치(DISPLAY DEVICE)	SSD	G06F	G06F2203/04112
2313	10-2021-7030657	발광 디바이스(LIGHT-EMITTING DEVICE)	SEL	H01L	H01J31/20
2314	10-2020-0050110	발광 소자 잉크 및 표시 장치의 제조 방법(Light emitting element ink and method of fabricating display device)	SSD	H01L	H01J31/20
2315	10-2020-0050090	표시 장치(DISPLAY DEVICE)	SSD	G02F	G02F1/136286
2316	10-2020-0049820	표시 장치(DISPLAY DEVICE)	SSD	H01L	H01J31/15
2317	10-2020-0049740	메모리 장치(MEMORY DEVICE)	SSE	G11C	G05B2219/35549
2318	10-2021-0051357	대화형 청중 시뮬레이션을 제공하는 장치 및 방법(Device and Method Of Providing Interactive Audience Simulation)	SSE	G06Q	H03F2200/534
2319	10-2021-7030809	제어 정보 송신 방법 및 장치, 전자 장치 및 저장 매체(METHOD AND APPARATUS FOR TRANSMITTING CONTROL INFORMATION, ELECTRONIC DEVICE, AND STORAGE MEDIUM)	SSE	H04L	B60K2350/921
2320	10-2020-0049987	분리 절연층을 갖는 반도체 소자(SEMICONDUCTOR DEVICES HAVING ISOLATION INSULATING LAYERS)	SSE	H01L	H01L27/11582
2321	10-2020-0049937	공기청정기(Air Cleaner)	LGE	F24F	H01L51/529
2322	10-2020-0050351	EUV 노광 장치, 및 그 노광 장치를 이용한 오버레이 보정 방법과 반도체 소자 제조방법(EUV(extreme ultraviolet) exposure apparatus, and method for correcting overlay and method for fabricating semiconductor device using the exposure apparatus)	SSE	G03F	G03F7/70633
2323	10-2020-0049881	연신 스트레인 센서 및 장치(STRETCHABLE STRAIN SENSOR AND DEVICE)	SSE	G01L	B05D2256/00
2324	10-2020-0049741	반도체 패키지(SEMICONDUCTOR PACKAGE)	SSE	H01L	H01L23/49816
2325	10-2020-0049481	디스플레이 장치(Display Apparatus)	SSD	H01L	G02F1/13458
2326	10-2020-0050349	유기금속 화합물 및 이를 포함한 유기 발광 소자(Organometallic compound and organic light emitting device comprising the same)	SSD	H01L	H01L51/0062
2327	10-2020-0050009	표시장치 및 이의 제조 방법(DISPLAY DEVICED AND METHOD FOR MANUFACTURING THEREOF)	SSD	H01L	G09F9/301
2328	10-2020-0049849	표시 장치 및 그의 리페어 방법(DISPLAY DEVICE AND REPAIRING METHOD THEREOF)	SSD	H01L	H01J31/20
2329	10-2021-7030485	멀티 모드 인터페이스에 상이한 전력 모드를 적용하기 위한 모바일 디바이스 기반 레이더 시스템(MOBILE DEVICE-BASED RADAR SYSTEM FOR APPLYING DIFFERENT POWER MODES TO A MULTI-MODE INTERFACE)	GOOGLE	G06F	H04L67/24
2330	10-2021-7027595	랜덤 액세스 절차에서 사용자 장비의 식별(IDENTIFICATION OF USER EQUIPMENT IN A RANDOM ACCESS PROCEDURE)	QLC	H04W	G06F2212/656
2331	10-2021-7031664	뉴 라디오(NR) 다운링크(DL) 포지셔닝 기준 신호(PRS) 설계 리소스 할당 및 NR 포지셔닝에서의 맵핑(NEW RADIO (NR) DOWNLINK (DL) POSITIONING REFERENCE SIGNAL (PRS) DESIGN RESOURCE ALLOCATION AND MAPPING IN NR POSITIONING)	APPLE	H04L	E04H4/1609
2332	10-2020-0050236	로봇 청소기 및 로봇 청소기의 제어방법(ROBOT CLEANER AND CONTROLLING METHOD THEREOF)	LGE	A47L	Y10S40/915
2333	10-2021-0142905	박막 트랜지스터 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURING METHOD THEREOF)	SSD	H01L	A61F2013/15235
2334	10-2020-0049936	공기청정기(Air Cleaner)	LGE	F24F	G11B33/142
2335	10-2020-0049436	표시장치(DISPLAY APPARATUS)	SSD	G09G	G11B5/3196
2336	10-2021-0031885	생체정보 추정 장치 및 방법(APPARATUS AND METHOD FOR ESTIMATING BIO-INFORMATION)	SSE	A61B	G06F21/32
2337	10-2021-0014395	카메라 모듈, 이미지 처리 장치 및 이미지 압축 방법(CAMERA MODULE, IMAGE PROCESSING DEVICE AND IMAGE PROCESSING METHOD)	SSE	H04N	G06K7/1495
2338	10-2020-0050375	웨어러블 디바이스의 하우징 디바이스 내 수용된 여부를 판단하는 방법 및 그 웨어러블 디바이스(WEARABLE DEVICE AND METHOD FOR DETERMINING WHETHER WEARABLE DEVICE IS IN HOUSING DEVICE)	SSE	H04R	A63F13/21
2339	10-2020-0050345	픽셀 어레이 및 이를 포함하는 이미지 센서(Pixel array, and image sensor comprising thereof)	SSE	H04N	H04N5/3741
2340	10-2020-0050235	로봇 청소기 및 로봇 청소기의 제어방법(ROBOT CLEANER AND CONTROLLING METHOD THEREOF)	LGE	A47L	A47L2201/00
2341	10-2020-0050065	세탁기 및 세탁기의 제어 방법(WASHING MACHINE AND CONTROL METHOD FOR WASHING MACHINE)	LGE	D06F	D06F33/00
2342	10-2020-0099824	표시 장치(DISPLAY DEVICE)	SSD	H01L	B60Q3/292
